./Log_files/output_kmax2_objects10.log
EM,F1
47.89025543992432,60.30626982829325
55.260170293282876,66.81046401950802
57.94701986754967,68.89810190758045
60.59602649006622,71.04414874875378
62.1759697256386,72.46000736572229
62.82876064333018,73.1250805371134
63.964049195837276,73.93412877120248
64.91012298959319,74.95313848454707
65.1844843897824,74.90206685287511
65.98864711447493,75.3795404101222
66.14947965941343,75.82997669246596
66.19678334910122,76.02046104060464
66.34815515610218,76.00295484994327
67.23746452223273,76.70198396208762
67.57805108798486,76.9441154782287
67.60643330179754,76.98742289590278
67.92809839167455,77.25224141853244
68.21192052980132,77.46299488180617
68.40113528855251,77.8839203197169
67.86187322611164,77.51572460227435
68.58088930936613,77.92646764907138
67.78618732261117,77.6851790577121
68.88363292336803,77.90213819516615
68.82686849574267,78.028706869216
68.92147587511826,78.03814776429705
68.77956480605488,78.22218302475507
69.3282876064333,78.4724405606571
69.02554399243141,78.07657391669147
69.11069063386944,78.26650562592239
68.9593188268685,78.23889707171924
69.27152317880795,78.42050223568054
69.96215704824976,78.9181078873812
69.55534531693472,78.9524022004457
69.56480605487228,78.71673508299735
69.5364238410596,78.94553892153866
69.86754966887418,79.04712836222245
70.0473036896878,79.03461934381913
69.77294228949859,78.90589922900472
70.01892147587512,78.99918162302961
69.51750236518448,79.03463004808748
69.36613055818354,78.92169492248615
69.64049195837275,78.96875507634242
69.4228949858089,78.76037706419653
69.94323557237465,79.20347015668517
70.3027436140019,79.50835715779027
69.7445600756859,79.22456809184557
70.43519394512772,79.39848959056225
69.72563859981078,79.01594567675528
69.7445600756859,79.12512854204375
70.53926206244087,79.64298045865168
70.05676442762535,79.3732321890911
70.34058656575213,79.32935064044669
69.97161778618732,78.96859590785773
70.23651844843897,79.37761822054568
70.00946073793756,79.2110808320465
69.7918637653737,79.11022781968495
70.52034058656575,79.51938539226157
70.38789025543993,79.64876195936138
70.71901608325449,79.64660712777072
70.08514664143803,79.54514615471147
70.34058656575213,79.4848964389483
70.42573320719016,79.64528144512735
70.24597918637653,79.35631237637824
70.05676442762535,79.34157477378444
69.98107852412488,79.4934086910753
69.75402081362347,79.39640905024622
70.02838221381268,79.58022293688897
70.55818353831599,79.6751616188527
70.27436140018922,79.45922774717013
70.27436140018922,79.6232585143498
70.37842951750237,79.694713129329
70.01892147587512,79.64857812973281
70.38789025543993,79.63089866813121
70.61494796594134,79.74471917954196
70.51087984862819,79.74544595228073
70.39735099337749,79.64588638513567
70.50141911069063,79.81793192488765
70.72847682119205,79.7547471817988
70.70009460737937,79.88050794205633
70.87038789025544,79.9334996774096
70.47303689687796,79.88888336464325
70.24597918637653,79.56481631973574
70.6717123935667,79.69817236240593
70.42573320719016,79.69155209698073
70.47303689687796,79.73393645743283
70.52980132450331,79.90203563367065
70.77578051087986,79.96615449178293
70.43519394512772,79.81196195507844
70.70009460737937,79.83560737283877
70.27436140018922,79.68342974936948
70.28382213812678,79.77902510465643
70.78524124881741,79.77592570117262
70.88930936613056,79.938035065416
71.07852412488174,80.12365847106152
70.74739829706716,80.0131603104004
70.44465468306528,79.91560171377122
70.66225165562913,79.95100971042183
70.87038789025544,79.94942535228405
70.66225165562913,79.76303108679629
70.52980132450331,79.78525874252722
70.65279091769158,79.83710338756805
70.35004730368969,79.67183664710264
70.40681173131505,79.61142750687921
70.4162724692526,79.84930955170775
70.64333017975402,79.80842844413152
70.97445600756859,80.02891912147359
70.40681173131505,79.83241690925368
70.43519394512772,79.70368754458968
70.47303689687796,79.74877421379236
70.97445600756859,80.07471788082803
70.01892147587512,79.53860438382814
70.40681173131505,79.85964428061354
70.34058656575213,79.86378404114984
70.1135288552507,79.62784714070023
70.53926206244087,79.87150175842694
70.3027436140019,79.60558679048239
70.29328287606434,79.6269071902708
70.61494796594134,79.86972882991805
70.63386944181646,79.98841634980653
70.47303689687796,79.84890907441036
70.50141911069063,79.87028931630265
70.44465468306528,79.8792938213369
70.58656575212866,79.9574458717277
70.75685903500474,79.77421159926742
70.40681173131505,79.70323581931407
70.74739829706716,79.90990938741714
70.93661305581836,80.07210189241111
70.52980132450331,79.73336889077045
70.68117313150425,79.84976409623442
70.43519394512772,79.86465124769461
70.50141911069063,79.67471299519151
70.48249763481552,79.82985649807037
70.70955534531693,79.77822941063128
70.83254493850521,79.96588693433091
70.49195837275307,79.8222425938263
70.58656575212866,79.8966262000088
70.91769157994324,80.03610248908636
70.22705771050141,79.72801030553356
70.42573320719016,79.7415534243233
70.40681173131505,79.90085651901968
70.10406811731315,79.74356431504354
70.27436140018922,79.82434024589568
70.48249763481552,79.79772282428651
70.65279091769158,79.8415742771793
70.02838221381268,79.58583102722524
70.80416272469253,79.99252127351926
70.45411542100284,79.6096665231332
