./Log_files/output_multiattention1.log
EM,F1
47.322611163670764,59.06248527329117
54.7682119205298,66.52511518551322
57.55912961210974,68.91638835907165
60.6244087038789,71.1358929170154
62.06244087038789,72.28889953681272
62.42194891201514,72.89388847514928
63.69914853358562,73.85464954562943
64.70198675496688,74.5733348150237
65.05203405865657,75.20309533278554
65.96972563859981,75.5159716857622
65.80889309366131,75.56628426525234
66.20624408703878,76.0840131650406
66.42384105960265,76.07420331796658
66.85903500473037,76.28547563063087
67.52128666035951,77.09846074279173
66.92526017029329,76.66264403100347
67.48344370860927,76.80781040464358
68.15515610217597,77.14432619645613
68.1456953642384,77.44364981938433
67.71050141911068,77.45431500998205
67.65373699148533,77.17518305177242
67.52128666035951,77.45087861319402
68.52412488174078,77.81752751812199
68.35383159886472,77.52341657062819
68.79848628193,78.13736851048152
68.41059602649007,77.78817615431142
68.85525070955535,78.18162533149751
68.72280037842951,78.02573013010269
68.6092715231788,77.83214264757177
68.77010406811732,78.05013391472933
69.35666982024598,78.52093604755065
69.29990539262063,78.50381668321323
68.68495742667928,78.20315594190515
69.14853358561967,78.47936531209508
68.96877956480606,78.4022180067439
69.47019867549669,78.67725045524833
69.51750236518448,78.64912904818044
69.27152317880795,78.44101390736166
69.54588457899716,78.78201857476782
69.03500473036897,78.4011525491643
69.35666982024598,78.58299641817736
69.78240302743615,78.97584808570322
69.56480605487228,78.55214032100486
69.85808893093662,78.92476201544928
69.6972563859981,78.82646281919587
69.12961210974456,78.77909113417083
69.8864711447493,78.93249147048914
69.5364238410596,78.79968203852533
69.66887417218543,78.92904789279208
69.59318826868495,78.82416727997993
69.3282876064333,78.6706336496426
69.56480605487228,78.82855280492014
69.89593188268685,78.83030661213901
70.19867549668874,79.2504368350155
70.2081362346263,79.18061399610117
70.10406811731315,79.29478283631832
70.1608325449385,79.3020616935694
69.86754966887418,79.12667878622825
70.14191106906338,79.25510255069649
69.82970671712394,78.95949908778886
69.63103122043519,78.98385875781139
70.03784295175024,79.06941385947835
69.98107852412488,79.21700893659398
69.93377483443709,79.28714804405729
69.56480605487228,78.80629793877775
69.85808893093662,79.18537334939914
69.66887417218543,78.99676356110734
69.75402081362347,79.02897735275546
69.64049195837275,78.98345028995921
69.77294228949859,79.17675291206534
69.99053926206244,79.21499334538954
70.02838221381268,79.26018777942295
70.05676442762535,79.25219547072885
70.28382213812678,79.17595885886804
69.91485335856197,79.33576703412342
69.87701040681173,79.35716265822678
69.27152317880795,78.92650197789763
69.78240302743615,78.99146540977009
69.8391674550615,79.22552776623453
69.2620624408704,78.78497062205656
69.78240302743615,79.21909591031016
69.72563859981078,79.12712393752213
70.0,79.1241108700198
69.75402081362347,79.08848963021573
69.7918637653737,79.29049114320298
69.63103122043519,79.20759041787788
70.12298959318827,79.32352374543416
69.8864711447493,79.24585018834527
69.54588457899716,78.97281004231229
69.5364238410596,78.9653254940069
70.33112582781457,79.52415130377723
69.89593188268685,79.3780960841133
70.23651844843897,79.36729416321539
69.76348155156103,79.02878008075601
69.97161778618732,79.36778814111639
69.75402081362347,79.15498579159268
69.48912015137181,79.0119381181657
69.82970671712394,79.56200345980253
70.27436140018922,79.44559892362464
69.94323557237465,79.28447513967836
69.67833491012298,79.2368466405493
70.08514664143803,79.38290386997073
69.24314096499526,79.02737309100071
69.90539262062441,79.33174666142548
70.21759697256385,79.4421106680807
70.4635761589404,79.62733815754798
70.28382213812678,79.3730849160334
70.05676442762535,79.17614335386729
70.28382213812678,79.49618114995118
69.99053926206244,79.36377274691546
70.32166508987702,79.45765196314701
70.44465468306528,79.56887258025164
69.91485335856197,79.43866308966422
69.70671712393566,79.06314547881175
70.1608325449385,79.33079009419704
69.78240302743615,79.20074229753621
69.65941343424787,79.20899293608178
70.19867549668874,79.42542418758826
70.0473036896878,79.40316867230786
69.78240302743615,79.12658156899514
69.78240302743615,78.9480174165899
