./Log_files/output_biattn1_objects_variable.log
EM,F1
49.57426679280984,61.44908643392943
55.487228003784296,67.12772966679057
58.221381267738884,69.21873990899157
60.794701986754966,71.2505286834046
62.5922421948912,72.53688918427898
62.73415326395459,73.13050935438551
64.23841059602648,74.38527322440571
64.53169347209082,74.52815760259942
65.15610217596972,75.05224969888856
65.40208136234627,75.2897803231975
65.89403973509934,75.68925825879964
66.62251655629139,76.33080811998278
66.81173131504258,76.55370528439065
67.23746452223273,76.76853340762646
67.360454115421,77.00958832575316
67.51182592242195,77.03638171035615
68.32544938505204,77.44409699946945
67.92809839167455,77.14537814555771
68.17407757805108,77.34452606436929
68.41059602649007,77.88622737645106
68.43897824030275,77.68694395312889
68.30652790917692,77.78077464379868
68.59035004730369,77.8629737757832
68.78902554399244,78.06968674462429
68.84578997161779,78.30159652255104
68.55250709555345,78.03074002162305
69.06338694418164,78.11119458890464
68.98770104068117,78.13900925937581
68.61873226111636,78.00994345678504
68.82686849574267,78.25177231691231
68.97824030274361,77.98163674049259
69.29044465468307,78.38061580318666
69.49858088930937,78.67983159440975
69.2336802270577,78.44643231916767
69.33774834437087,78.46914937039816
69.21475875118259,78.56018276449443
69.62157048249763,78.85693522172528
69.59318826868495,78.85073367319812
69.92431409649953,78.96342466188004
69.80132450331126,78.84134949298851
69.80132450331126,78.93076199745241
70.00946073793756,78.92297548833581
69.6972563859981,78.76914580857692
69.82970671712394,78.89001167362719
70.23651844843897,79.38084401380777
69.50804162724693,78.97543223343916
70.13245033112582,79.19874250983085
70.34058656575213,79.31100511580672
69.8864711447493,79.06961723068596
70.45411542100284,79.5288864992995
69.89593188268685,79.12228703447676
70.02838221381268,79.27298478595581
69.63103122043519,79.00561283480741
70.32166508987702,79.36528429390732
70.47303689687796,79.40122311867805
69.6972563859981,79.0891627007158
69.8864711447493,79.2658644186957
70.15137180700094,79.3889854465744
70.21759697256385,79.5010998002923
69.89593188268685,79.35467783502737
70.2081362346263,79.44381163879093
70.40681173131505,79.58228188330598
70.2081362346263,79.35875252927366
70.29328287606434,79.44911135351316
70.2554399243141,79.52641428181454
70.07568590350047,79.38577704039785
69.85808893093662,79.35545755250469
69.87701040681173,79.44342714559349
70.39735099337749,79.62427356772892
70.09460737937559,79.75714743706516
70.44465468306528,79.5120080454589
69.91485335856197,79.33835003870816
70.63386944181646,79.91919768164769
69.9526963103122,79.31789645765235
70.08514664143803,79.52102168291846
70.17975402081362,79.62237912952227
69.64049195837275,79.29621766827357
70.18921475875118,79.50316434155795
69.90539262062441,79.62559595370696
70.3027436140019,79.80669920621607
70.05676442762535,79.58376075996448
70.08514664143803,79.4304809060541
70.29328287606434,79.52026892620731
70.01892147587512,79.45381631281658
70.37842951750237,79.59136031782667
70.35950804162725,79.49068922022806
70.37842951750237,79.502708482733
69.66887417218543,79.27386235674469
70.15137180700094,79.52749060340554
69.90539262062441,79.49009173899455
70.24597918637653,79.62747193742486
70.33112582781457,79.8326904766158
70.42573320719016,79.64331261285098
70.4162724692526,79.76034813912771
70.49195837275307,79.61518236009991
70.19867549668874,79.47630091382426
70.10406811731315,79.61513745264855
70.24597918637653,79.66663600076173
69.90539262062441,79.39254593273746
70.54872280037843,79.65835055539932
69.9526963103122,79.44993139023784
70.34058656575213,79.63238128278641
70.14191106906338,79.62914018049726
70.35950804162725,79.70790087045093
70.64333017975402,79.72314119735573
70.36896877956481,79.65867775774852
70.37842951750237,79.55414555619211
70.13245033112582,79.41828221369971
70.08514664143803,79.54387495148262
70.35004730368969,79.66669386304801
70.39735099337749,79.6733361952031
70.06622516556291,79.48450933018493
70.38789025543993,79.8708844979477
70.15137180700094,79.78518269680302
70.34058656575213,79.5595662963741
70.22705771050141,79.38266475401306
70.32166508987702,79.57116742211005
69.86754966887418,79.30549489084122
70.10406811731315,79.58833402208072
69.71617786187322,79.36589551696234
70.08514664143803,79.53980321070121
70.06622516556291,79.44463867390331
70.39735099337749,79.82007481329624
70.28382213812678,79.57643698105016
70.3027436140019,79.63649939830105
70.03784295175024,79.62082564990311
70.1608325449385,79.80658850432961
70.10406811731315,79.72367871264768
69.92431409649953,79.5022924280015
69.4228949858089,79.36472433818696
70.34058656575213,79.77685659466577
70.29328287606434,79.78980635878334
70.40681173131505,79.81982842114463
70.28382213812678,79.69150001737155
70.19867549668874,79.71397809100068
69.89593188268685,79.638275302569
69.75402081362347,79.43406614170324
69.89593188268685,79.52824664230425
69.67833491012298,79.18495975895047
69.66887417218543,79.29557905905884
70.01892147587512,79.47444909154027
69.8864711447493,79.57269786422982
70.34058656575213,79.76772147766506
70.02838221381268,79.4647958980863
70.45411542100284,80.00248233660905
70.07568590350047,79.758670831016
70.12298959318827,79.64032630028122
70.1135288552507,79.61706310224528
70.14191106906338,79.5940887262209
70.50141911069063,79.83891351215361
69.94323557237465,79.5125603025143
70.1135288552507,79.57360620445225
70.10406811731315,79.69443375358412
70.07568590350047,79.58197938024806
70.35004730368969,79.83741768266957
69.8391674550615,79.53256963184968
69.9526963103122,79.65825754698899
70.00946073793756,79.57937455358362
70.39735099337749,79.86282497501125
70.28382213812678,79.76091816498673
70.02838221381268,79.78613212489023
70.32166508987702,79.71416285977712
70.1608325449385,79.60658627305247
69.92431409649953,79.4793841096727
69.89593188268685,79.45027928164905
69.8864711447493,79.59559629828995
70.43519394512772,80.1387542140196
70.6717123935667,80.17827222624605
70.03784295175024,79.8014508301034
70.2554399243141,79.74173435370788
70.12298959318827,79.82896264966152
69.97161778618732,79.78679676586081
70.22705771050141,79.72990988251023
70.06622516556291,79.69134526595248
69.82024597918638,79.5034920416316
70.15137180700094,79.66829262021105
69.76348155156103,79.37262943104558
70.26490066225166,79.78532240568386
70.13245033112582,79.74542750404905
69.70671712393566,79.56067161390838
69.75402081362347,79.6127351444391
70.56764427625355,80.16077191992258
69.8864711447493,79.69835019585383
70.37842951750237,79.80211887705724
70.15137180700094,79.76501955826326
70.1608325449385,79.78436109738374
69.84862819299906,79.59310009619787
70.33112582781457,79.86576920785397
70.35950804162725,80.00206197044145
70.05676442762535,79.76197350282399
70.02838221381268,79.84547518865703
70.31220435193946,79.95821027858742
70.29328287606434,79.70822220359932
70.31220435193946,79.96404993289565
70.09460737937559,79.67578464390641
69.94323557237465,79.73924574407151
70.09460737937559,79.81831453368848
69.93377483443709,79.53072762828806
70.1608325449385,79.75325902851951
70.17029328287606,79.6283101087106
