./Log_files/output_selfattn1_objects20_noconcat.log
EM,F1
47.852412488174075,59.80552611143901
53.964049195837276,65.24972648219523
56.37653736991486,67.19474356794322
58.80794701986755,68.76400986627725
60.07568590350047,70.01321869978766
60.6244087038789,70.6475157270652
61.59886471144749,71.50017317348197
62.317880794701985,72.1329885675191
62.75307473982971,72.42927844958048
63.35856196783349,72.84793368490001
63.301797540208135,72.85842191206281
64.19110690633869,73.39811540760134
64.16272469252601,73.56202106895815
64.399243140965,73.74179831168374
64.8155156102176,74.02963440262899
65.24124881740775,74.50931542095545
65.67644276253547,74.53141236659165
65.51561021759697,74.49016618604455
65.9508041627247,75.15297499561686
65.30747398297068,74.68972938910078
65.9035004730369,74.9707376670853
65.56291390728477,74.93262264311306
65.82781456953643,74.81517037043106
66.33869441816462,75.19875740230411
66.27246925260171,75.1749734459081
65.3926206244087,74.9918940156554
66.32923368022706,75.27179340749655
66.31031220435194,75.24808370373106
66.30085146641439,75.0867147683213
66.10217596972564,75.23755866709837
66.69820245979186,75.61360276603206
66.39545884578997,75.65137029670491
66.34815515610218,75.52665795712817
66.55629139072848,75.65625655240889
66.74550614947965,75.7448009390883
66.7833491012299,75.63370804765916
65.89403973509934,75.42980800877477
66.6887417218543,75.66740386972714
66.71712393566698,75.64175339790856
66.98202459791864,75.9923518853703
66.44276253547777,75.7284929925508
66.81173131504258,75.78075548055031
66.7360454115421,75.69043335742877
66.69820245979186,76.05885490269624
67.06717123935667,75.9663231287259
66.6414380321665,76.01766877148316
67.18070009460737,76.08943610817765
66.9914853358562,75.86621901623263
67.24692526017029,76.19237419690695
66.97256385998108,75.99595469059852
66.19678334910122,75.86291759515248
66.86849574266793,75.80247514418615
66.84957426679281,75.89356797834688
66.84957426679281,76.15852230019037
67.35099337748345,76.19817288799956
66.87795648060549,76.0618752048744
66.93472090823084,76.10654714876668
67.31315042573321,76.09250115992539
67.38883632923368,75.95742535241644
67.28476821192054,75.97965341301106
66.55629139072848,75.94898059262111
67.44560075685904,76.22396523145771
67.07663197729423,75.83097377369637
66.54683065279092,75.86777592458445
67.08609271523179,76.30546574299166
66.86849574266793,76.12457587300561
67.26584673604542,76.24706470586737
67.05771050141911,76.1311005207768
67.42667928098392,76.09502309057788
66.59413434247871,75.97434928795013
67.52128666035951,76.37837488873335
67.38883632923368,76.36125359441999
67.06717123935667,76.46325614892459
67.37937559129612,76.22221455372524
66.66035950804162,76.33951094728462
67.6158940397351,76.47625999475339
66.5752128666036,76.27148119739992
66.98202459791864,76.4893167433861
66.40491958372753,76.11679421957001
67.19016083254493,76.2598958031219
66.75496688741723,76.41759336899999
66.93472090823084,76.123800493516
67.25638599810786,76.44066234213442
67.47398297067171,76.47623344039475
67.43614001892148,76.33479084040006
67.36991485335857,76.3664071905577
67.5685903500473,76.50469918279461
67.12393566698202,76.33987519990681
67.1523178807947,76.27588910238934
67.35099337748345,76.66585904960886
67.4550614947966,76.55979674869712
67.28476821192054,76.54505981864456
67.51182592242195,76.67884272864276
67.97540208136235,76.61348386461304
67.47398297067171,76.5557692356864
67.52128666035951,76.5943435693542
67.42667928098392,76.34657866913678
67.01986754966887,76.16812234627403
65.92242194891202,76.14232184798587
67.50236518448439,76.46963107368441
66.82119205298014,76.18084373705733
67.360454115421,76.44238771061335
66.58467360454115,76.3866866875463
67.69157994323557,76.75173363636301
67.64427625354777,76.67092191420288
67.37937559129612,76.46086227744581
67.47398297067171,76.41119253069922
67.94701986754967,76.76782928552933
67.46452223273415,76.6844652823607
67.18070009460737,76.53936635409136
67.07663197729423,76.14294060272289
67.1523178807947,76.44980045409785
67.01040681173131,76.61190281276164
66.9441816461684,76.34861715942628
67.4550614947966,76.68438244277121
67.62535477767265,76.6690144333702
67.44560075685904,76.71889114004908
67.54020813623463,76.7113196745735
67.4550614947966,76.81447627528998
67.07663197729423,76.70798452910049
67.1523178807947,76.63392117089394
67.46452223273415,76.67610231702457
67.89025543992432,76.93572091835505
68.17407757805108,76.87041318589714
67.53074739829707,76.66634236250083
67.48344370860927,76.83055567888682
67.67265846736045,76.64468420110471
67.47398297067171,76.72386171008804
66.93472090823084,76.48476979745139
67.80510879848629,76.94787499633671
67.89971617786188,76.81174199506319
67.31315042573321,76.47766504102128
67.57805108798486,76.40371298986557
66.80227057710502,76.26035016009995
67.05771050141911,76.4169671041301
67.62535477767265,76.72887181994447
67.8240302743614,77.19199421079279
67.78618732261117,76.98083521495772
67.50236518448439,76.88538009197093
67.5685903500473,76.88896937606508
67.18070009460737,76.63694543819808
67.34153263954589,76.55761711518335
67.47398297067171,76.68751245623174
68.0321665089877,77.18252256236865
67.27530747398298,76.65568093741629
67.7294228949858,76.79760941188655
67.90917691579943,76.9906873677871
67.53074739829707,76.74256001973905
67.50236518448439,76.87569673558676
67.43614001892148,76.82102896159415
67.19016083254493,76.5829342955423
67.33207190160833,76.65474178363664
67.33207190160833,76.7370493649288
67.69157994323557,76.82321759336553
67.46452223273415,76.55870199696328
67.03878902554399,76.7219283912283
